File Path,Type,Responsibility,Imported by,Imports,Reachable from entry/router,Status
src/features/lawyers/pages/LawyerList.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/assets/icons/index.js; src/features/lawyers/components/Lawyers/lawyerAddEdit.jsx; src/shared/components/common/SectionHeader.jsx; src/shared/components/common/TableComponent.jsx; src/shared/services/api/lawyers.js,Yes,Active
src/features/legal-cases/components/DataTable.jsx,ui/logic,features,,,No,Unused candidate
src/features/legal-cases/components/KPICard.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx,,Yes,Active
src/features/legal-cases/components/LegalCases/AddEditLegCase.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx; src/features/legal-cases/pages/LegalCaseList.jsx; src/features/ui-qa/pages/UiQaPage.jsx,src/features/auth/components/AuthUser.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/icons/lexicraft/index.tsx; src/shared/services/api/legalCases.js,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/features/legal-cases/components/KPICard.jsx; src/features/legal-cases/components/LegalCases/AddEditLegCase.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegCaseCourts.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseAds.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseClients.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseOverview.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseProcedures.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseSessions.jsx; src/features/legal-cases/components/SectionStateMessage.jsx; src/features/legal-cases/components/SkeletonLoaders.tsx; src/features/legal-cases/components/StatusBadge.tsx; src/shared/contexts/LanguageContext.jsx; src/shared/i18n/formatters.ts; src/shared/icons/lexicraft/index.tsx; src/shared/security/SecurityContext.tsx; src/shared/security/permission-map.ts; src/shared/security/permissions.ts; src/shared/services/api/legalCases.js; src/shared/ui/tabs.tsx; src/shared/utils/caseFetchCache.js,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/LegCaseCourts.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx,src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/CourtList.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/CourtModal.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/SectionHeader.jsx; src/shared/components/common/GlobalConfirmDeleteModal.jsx; src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/icons/lexicraft/index.tsx; src/shared/services/api/legalCases.js,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseAds.jsx,ui/logic,features,src/features/dashboard/components/dashboard/SearchModals/LegCasesModal.jsx; src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx,src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/LegalAdModal.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/SectionHeader.jsx; src/shared/components/common/GlobalConfirmDeleteModal.jsx; src/shared/components/common/TableComponent.jsx; src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/services/api/legalCases.js,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseClients.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx,src/features/legal-cases/components/LegalCases/LegalCaseTools/SectionHeader.jsx; src/shared/components/common/GlobalConfirmDeleteModal.jsx; src/shared/components/common/TableComponent.jsx; src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/icons/lexicraft/index.tsx; src/shared/services/api/clients.js; src/shared/services/api/legalCases.js,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseDataCard.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseOverview.jsx,,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseOverview.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx,src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseDataCard.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/TableSkeleton.jsx; src/shared/contexts/LanguageContext.jsx,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseProcedures.jsx,ui/logic,features,src/features/dashboard/components/dashboard/SearchModals/LegCasesModal.jsx; src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx,src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/ProcedureModal.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/SectionHeader.jsx; src/shared/components/common/GlobalConfirmDeleteModal.jsx; src/shared/components/common/TableComponent.jsx; src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/services/api/procedures.js,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseSessions.jsx,ui/logic,features,src/features/dashboard/components/dashboard/SearchModals/LegCasesModal.jsx; src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx,src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/SessionDetailsModal.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/SessionModal.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/SectionHeader.jsx; src/shared/components/common/GlobalConfirmDeleteModal.jsx; src/shared/components/common/TableComponent.jsx; src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/services/api/sessions.js,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/AdsDetailsModal.jsx,ui/logic,features,,src/shared/contexts/LanguageContext.jsx; src/shared/icons/lexicraft/index.tsx,No,Unused candidate
src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/CourtList.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseTools/LegCaseCourts.jsx,src/shared/components/common/TableComponent.jsx; src/shared/contexts/LanguageContext.jsx,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/CourtModal.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseTools/LegCaseCourts.jsx,src/shared/contexts/LanguageContext.jsx; src/shared/icons/lexicraft/index.tsx,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/LegalAdModal.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseAds.jsx,src/features/auth/components/AuthUser.jsx; src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/services/api/legalCases.js,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/ProcedureDetailsModal.jsx,ui/logic,features,,,No,Unused candidate
src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/ProcedureModal.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseProcedures.jsx; src/features/ui-qa/pages/UiQaPage.jsx,src/features/auth/components/AuthUser.jsx; src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/icons/lexicraft/index.tsx; src/shared/services/api/lawyers.js; src/shared/services/api/procedures.js,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/SessionDetailsModal.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseSessions.jsx,src/shared/contexts/LanguageContext.jsx,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/SessionModal.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseSessions.jsx,src/features/auth/components/AuthUser.jsx; src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/services/api/lawyers.js; src/shared/services/api/legalCases.js; src/shared/services/api/sessions.js,Yes,Active
src/features/legal-cases/components/LegalCases/LegalCaseTools/SectionHeader.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseTools/LegCaseCourts.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseAds.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseClients.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseProcedures.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseSessions.jsx,src/shared/contexts/LanguageContext.jsx; src/shared/icons/lexicraft/index.tsx,Yes,Refactor needed
src/features/legal-cases/components/LegalCases/LegalCaseTools/TableSkeleton.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseOverview.jsx,,Yes,Active
src/features/legal-cases/components/SectionStateMessage.jsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx,,Yes,Active
src/features/legal-cases/components/SkeletonLoaders.tsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx,src/shared/ui/skeleton.tsx,Yes,Active
src/features/legal-cases/components/StatusBadge.tsx,ui/logic,features,src/features/legal-cases/components/LegalCases/LegalCaseDetails.jsx,,Yes,Active
src/features/legal-cases/pages/LegalCaseList.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/assets/icons/index.js; src/features/legal-cases/components/LegalCases/AddEditLegCase.jsx; src/shared/components/common/SectionHeader.jsx; src/shared/components/common/TableComponent.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/security/ForbiddenState.jsx; src/shared/security/PermissionGuard.tsx; src/shared/security/SecurityContext.tsx; src/shared/security/abac.ts; src/shared/security/permission-map.ts; src/shared/security/permissions.ts; src/shared/services/api/axiosConfig.js; src/shared/services/api/legalCases.js,Yes,Active
src/features/legal-services/components/LegalServices/AddEditServiceModal.jsx,ui/logic,features,src/features/legal-services/pages/LegalServicList.jsx,src/features/auth/components/AuthUser.jsx; src/shared/components/common/GlobalModal.jsx; src/shared/contexts/AlertContext.jsx; src/shared/services/api/clients.js; src/shared/services/api/services.js,Yes,Active
src/features/legal-services/components/LegalServices/Procedures/AddEditServiceProcedureModal.jsx,ui/logic,features,src/features/legal-services/components/LegalServices/Procedures/index.jsx,src/features/auth/components/AuthUser.jsx; src/shared/components/common/GlobalModal.jsx; src/shared/contexts/AlertContext.jsx; src/shared/services/api/lawyers.js; src/shared/services/api/procedures.js; src/shared/services/api/services.js,Yes,Active
src/features/legal-services/components/LegalServices/Procedures/index.jsx,ui/logic,features,src/features/dashboard/components/dashboard/SearchModals/ServicesModal.jsx,src/features/legal-services/components/LegalServices/Procedures/AddEditServiceProcedureModal.jsx; src/shared/components/common/GlobalConfirmDeleteModal.jsx; src/shared/contexts/AlertContext.jsx; src/shared/services/api/services.js,Yes,Refactor needed
src/features/legal-services/components/LegalServices/ServiceDetailsModal.jsx,ui/logic,features,,src/features/auth/components/AuthUser.jsx,No,Unused candidate
src/features/legal-services/pages/LegalServicList.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/assets/icons/index.js; src/features/legal-services/components/LegalServices/AddEditServiceModal.jsx; src/shared/components/common/GlobalConfirmDeleteModal.jsx; src/shared/components/common/SectionHeader.jsx; src/shared/components/common/TableComponent.jsx; src/shared/contexts/AlertContext.jsx; src/shared/services/api/services.js,Yes,Active
src/features/notifications/NotificationCenter.tsx,ui/logic,features,src/shared/hooks/useNotifications.ts,,No,Suspicious
src/features/power-of-attorneys/pages/PowerOfAttorneyPage.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/features/auth/components/AuthUser.jsx; src/shared/api/axiosConfig.ts; src/shared/contexts/LanguageContext.jsx,Yes,Active
src/features/procedures/components/Procedures/ProcedurePlaceTypes.jsx,ui/logic,features,src/features/procedures/pages/ProceduresList.jsx,src/assets/icons/index.js; src/shared/components/common/SectionHeader.jsx; src/shared/contexts/AlertContext.jsx; src/shared/services/api/procedures.js,No,Suspicious
src/features/procedures/components/Procedures/ProcedureTypes.jsx,ui/logic,features,src/features/procedures/pages/ProceduresList.jsx,src/assets/icons/index.js; src/shared/components/common/SectionHeader.jsx; src/shared/contexts/AlertContext.jsx; src/shared/services/api/procedures.js,No,Suspicious
src/features/procedures/pages/ProceduresList.jsx,ui/logic,features,,src/assets/icons/index.js; src/features/procedures/components/Procedures/ProcedurePlaceTypes.jsx; src/features/procedures/components/Procedures/ProcedureTypes.jsx; src/shared/components/common/SectionHeader.jsx; src/shared/security/ForbiddenState.jsx; src/shared/security/SecurityContext.tsx; src/shared/security/permissions.ts,No,Unused candidate
src/features/reports/components/Filters/ReportFilters.jsx,ui/logic,features,src/features/reports/pages/ReportTabPage.jsx,src/shared/contexts/LanguageContext.jsx,Yes,Active
src/features/reports/components/Reports/ReportPageHeader.jsx,ui/logic,features,src/features/reports/pages/ReportsIndex.jsx,src/shared/ui/icons/index.js,Yes,Active
src/features/reports/components/Reports/ReportStatusBadge.jsx,ui/logic,features,src/features/reports/components/Results/ReportResults.jsx,,Yes,Active
src/features/reports/components/Reports/SearchCourt.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/shared/services/api/axiosConfig.js,Yes,Active
src/features/reports/components/Results/ReportResults.jsx,ui/logic,features,src/features/reports/pages/ReportTabPage.jsx,src/features/reports/components/Reports/ReportStatusBadge.jsx,Yes,Active
src/features/reports/components/Tabs/ReportsTabs.jsx,ui/logic,features,src/features/reports/pages/ReportsIndex.jsx,src/shared/ui/icons/index.js,Yes,Active
src/features/reports/hooks/useReportsQuery.js,ui/logic,features,src/features/reports/pages/ReportTabPage.jsx; src/features/reports/pages/ReportsIndex.jsx; src/features/reports/pages/ReportsOverview.jsx,src/features/reports/services/reportsApi.js,Yes,Active
src/features/reports/pages/CasesReport.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/features/reports/pages/ReportTabPage.jsx,Yes,Active
src/features/reports/pages/ClientsReport.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/features/reports/pages/ReportTabPage.jsx,Yes,Active
src/features/reports/pages/ProceduresReport.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/features/reports/pages/ReportTabPage.jsx,Yes,Active
src/features/reports/pages/ReportTabPage.jsx,ui/logic,features,src/features/reports/pages/CasesReport.jsx; src/features/reports/pages/ClientsReport.jsx; src/features/reports/pages/ProceduresReport.jsx; src/features/reports/pages/ServicesReport.jsx; src/features/reports/pages/SessionsReport.jsx,src/features/reports/components/Filters/ReportFilters.jsx; src/features/reports/components/Results/ReportResults.jsx; src/features/reports/hooks/useReportsQuery.js,Yes,Active
src/features/reports/pages/ReportsIndex.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/features/reports/components/Reports/ReportPageHeader.jsx; src/features/reports/components/Tabs/ReportsTabs.jsx; src/features/reports/hooks/useReportsQuery.js,Yes,Active
src/features/reports/pages/ReportsOverview.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/features/reports/hooks/useReportsQuery.js; src/features/reports/services/reportsApi.js,Yes,Active
src/features/reports/pages/ServicesReport.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/features/reports/pages/ReportTabPage.jsx,Yes,Active
src/features/reports/pages/SessionsReport.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/features/reports/pages/ReportTabPage.jsx,Yes,Active
src/features/reports/services/reportsApi.js,ui/logic,features,src/features/reports/hooks/useReportsQuery.js; src/features/reports/pages/ReportsOverview.jsx,src/shared/services/api/axiosConfig.js; src/shared/services/api/lookups.js,Yes,Active
src/features/settings/components/CaseSettingsPanel.jsx,ui/logic,features,src/features/settings/pages/ManagmentSettings.jsx,src/shared/components/LookupManager/LookupManager.jsx; src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/services/api/lookups.js; src/shared/ui/card.jsx; src/shared/ui/tabs.tsx,Yes,Active
src/features/settings/components/OfficeSettings/LookupManager.jsx,ui/logic,features,src/features/settings/components/Settings/ExpenseCategorys.jsx; src/features/settings/components/Settings/ServiceTypes.jsx,src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/services/api/officeSettings.js; src/shared/ui/alert-dialog.tsx; src/shared/ui/button.jsx; src/shared/ui/dialog.tsx; src/shared/ui/input.jsx,No,Suspicious
src/features/settings/components/Settings/ExpenseCategorys.jsx,ui/logic,features,,src/features/settings/components/OfficeSettings/LookupManager.jsx; src/shared/contexts/AuthContext.jsx,No,Unused candidate
src/features/settings/components/Settings/GeneralSettings.jsx,ui/logic,features,,,No,Unused candidate
src/features/settings/components/Settings/LegcaseTypes.jsx,ui/logic,features,,src/assets/icons/index.js; src/shared/components/common/SectionHeader.jsx; src/shared/contexts/AlertContext.jsx; src/shared/services/api/legalCases.js,No,Unused candidate
src/features/settings/components/Settings/ProfileSettings.jsx,ui/logic,features,,,No,Unused candidate
src/features/settings/components/Settings/ProfileUser.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/shared/services/api/axiosConfig.js,Yes,Active
src/features/settings/components/Settings/SecuritySettings.jsx,ui/logic,features,,,No,Unused candidate
src/features/settings/components/Settings/ServiceTypes.jsx,ui/logic,features,,src/features/settings/components/OfficeSettings/LookupManager.jsx; src/shared/contexts/AuthContext.jsx,No,Unused candidate
src/features/settings/pages/ManagmentSettings.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/features/settings/components/CaseSettingsPanel.jsx; src/shared/components/LookupManager/LookupManager.jsx; src/shared/components/LookupManager/config.js; src/shared/contexts/AlertContext.jsx; src/shared/contexts/AuthContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/services/api/lookups.js; src/shared/services/api/officePreferences.js; src/shared/ui/button.jsx; src/shared/ui/card.jsx; src/shared/ui/tabs.tsx,Yes,Active
src/features/ui-qa/components/QaSectionCard.jsx,ui/logic,features,src/features/ui-qa/pages/UiQaPage.jsx,src/shared/icons/lexicraft/index.tsx,Yes,Active
src/features/ui-qa/pages/UiQaPage.jsx,ui/logic,features,src/app/routes/AuthRoutes.jsx,src/features/clients/components/ClientsAndUnClients/clients/AddEditClient.jsx; src/features/legal-cases/components/LegalCases/AddEditLegCase.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/ProcedureModal.jsx; src/features/ui-qa/components/QaSectionCard.jsx; src/features/ui-qa/utils/qaChecks.js; src/shared/components/common/TableComponent.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/icons/lexicraft/index.tsx; src/shared/services/api/axiosConfig.js; src/shared/services/api/clients.js; src/shared/services/api/legalCases.js; src/shared/services/api/procedures.js; src/shared/services/auth/authStorage.js,Yes,Active
src/features/ui-qa/utils/qaChecks.js,ui/logic,features,src/features/ui-qa/pages/UiQaPage.jsx,,Yes,Active
src/main.tsx,ui/logic,main.tsx,,src/app/App.tsx; src/app/store/store.js; src/shared/contexts/AlertContext.jsx; src/shared/contexts/AuthContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/security/SecurityContext.tsx; src/styles/index.css,Yes,Active
src/shared/api/adminAuth.service.ts,ui/logic,shared,src/shared/hooks/useUserRoles.ts,src/shared/api/axiosConfig.ts; src/shared/types/website.ts,No,Suspicious
src/shared/api/axiosConfig.ts,ui/logic,shared,src/features/power-of-attorneys/pages/PowerOfAttorneyPage.jsx; src/shared/api/adminAuth.service.ts; src/shared/api/clients.service.ts; src/shared/api/legalCases.service.ts; src/shared/api/websiteAdmin.service.ts; src/shared/hooks/useWebsiteCollection.ts; src/shared/hooks/useWebsiteContent.ts,src/config/config.jsx; src/shared/services/auth/authStorage.js,Yes,Active
src/shared/api/clients.service.ts,ui/logic,shared,src/shared/hooks/useClients.ts,src/shared/api/axiosConfig.ts; src/shared/types/clients.ts,No,Suspicious
src/shared/api/legalCases.service.ts,ui/logic,shared,src/shared/hooks/useLegalCases.tsx,src/shared/api/axiosConfig.ts; src/shared/types/legalCase.ts,No,Suspicious
src/shared/api/rbac/client.ts,ui/logic,shared,src/features/admin/pages/AdminAccessManagementPage.jsx; src/features/admin/pages/QaRbacPage.jsx; src/shared/security/SecurityContext.tsx,src/shared/api/rbac/mock.ts; src/shared/api/rbac/real.ts,Yes,Active
src/shared/api/rbac/mock.ts,ui/logic,shared,src/shared/api/rbac/client.ts,src/shared/api/rbac/types.ts; src/shared/security/permission-map.ts; src/shared/security/roles.ts,Yes,Active
src/shared/api/rbac/real.ts,ui/logic,shared,src/shared/api/rbac/client.ts,src/shared/api/rbac/types.ts; src/shared/services/api/axiosConfig.js,Yes,Active
src/shared/api/rbac/types.ts,ui/logic,shared,src/shared/api/rbac/mock.ts; src/shared/api/rbac/real.ts; src/shared/security/SecurityContext.tsx,,Yes,Active
src/shared/api/websiteAdmin.service.ts,ui/logic,shared,src/shared/hooks/usePageManager.ts; src/shared/hooks/useWorkflowManager.ts,src/shared/api/axiosConfig.ts; src/shared/types/website.ts,No,Suspicious
src/shared/components/Finance/FinanceFilters.jsx,ui/logic,shared,src/features/finance/pages/FinanceLedgerPage.jsx,src/shared/contexts/LanguageContext.jsx; src/shared/ui/button.jsx; src/shared/ui/input.jsx,Yes,Active
src/shared/components/Finance/FinanceSummaryCards.jsx,ui/logic,shared,src/features/finance/pages/CaseFinanceSummaryPage.jsx,src/shared/contexts/LanguageContext.jsx; src/shared/ui/card.jsx,Yes,Active
src/shared/components/Finance/LedgerTable.jsx,ui/logic,shared,src/features/finance/pages/CaseFinanceSummaryPage.jsx; src/features/finance/pages/FinanceLedgerPage.jsx,src/shared/contexts/LanguageContext.jsx,Yes,Active
src/shared/components/Finance/TransactionForm.jsx,ui/logic,shared,src/features/finance/pages/CreateTransactionPage.jsx,src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/services/api/finance.js; src/shared/ui/button.jsx; src/shared/ui/input.jsx,Yes,Active
src/shared/components/LookupManager/LookupManager.jsx,ui/logic,shared,src/features/settings/components/CaseSettingsPanel.jsx; src/features/settings/pages/ManagmentSettings.jsx,src/shared/contexts/AlertContext.jsx; src/shared/contexts/LanguageContext.jsx; src/shared/services/api/lookups.js; src/shared/ui/badge.jsx; src/shared/ui/button.jsx; src/shared/ui/card.jsx; src/shared/ui/checkbox.jsx; src/shared/ui/dialog.tsx; src/shared/ui/input.jsx,Yes,Refactor needed
src/shared/components/LookupManager/config.js,ui/logic,shared,src/features/settings/pages/ManagmentSettings.jsx,,Yes,Active
src/shared/components/common/AnalogClock.jsx,ui/logic,shared,,,No,Unused candidate
src/shared/components/common/DropdownEditMenu.jsx,ui/logic,shared,,src/shared/utils/Transition.jsx,No,Unused candidate
src/shared/components/common/DropdownNotifications.jsx,ui/logic,shared,src/features/dashboard/components/dashboard/Header.jsx,,No,Suspicious
src/shared/components/common/DropdownProfile.jsx,ui/logic,shared,src/features/dashboard/components/dashboard/Header.jsx,src/features/auth/components/AuthUser.jsx; src/shared/utils/Transition.jsx,No,Suspicious
src/shared/components/common/GlobalAlert.jsx,ui/logic,shared,src/shared/contexts/AlertContext.jsx,,Yes,Active
src/shared/components/common/GlobalConfirmDeleteModal.jsx,ui/logic,shared,src/features/admin/pages/AdminAccessManagementPage.jsx; src/features/clients/components/ClientsAndUnClients/unclients/index.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegCaseCourts.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseAds.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseClients.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseProcedures.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseSessions.jsx; src/features/legal-services/components/LegalServices/Procedures/index.jsx; src/features/legal-services/pages/LegalServicList.jsx,,Yes,Active
src/shared/components/common/GlobalLogo.jsx,ui/logic,shared,,src/assets/images/index.js,No,Unused candidate
src/shared/components/common/GlobalModal.jsx,ui/logic,shared,src/features/admin/components/RolePermissionsModal.jsx; src/features/admin/pages/AdminAccessManagementPage.jsx; src/features/clients/components/ClientsAndUnClients/clients/AddEditClient.jsx; src/features/clients/components/ClientsAndUnClients/unclients/AddEditUnclient.jsx; src/features/legal-services/components/LegalServices/AddEditServiceModal.jsx; src/features/legal-services/components/LegalServices/Procedures/AddEditServiceProcedureModal.jsx,,Yes,Active
src/shared/components/common/HeaderToggle.jsx,ui/logic,shared,src/features/dashboard/components/dashboard/Header.jsx,src/shared/contexts/SidebarContext.jsx,No,Suspicious
src/shared/components/common/HomeCards.jsx,ui/logic,shared,,src/shared/data.js,No,Unused candidate
src/shared/components/common/InputField.jsx,ui/logic,shared,,,No,Unused candidate
src/shared/components/common/LegalIcon.tsx,ui/logic,shared,,src/config/iconography.ts,No,Unused candidate
src/shared/components/common/MainCard.jsx,ui/logic,shared,src/features/lawyers/components/Lawyers/lawyerAddEdit.jsx,src/shared/lib/utils.js,Yes,Active
src/shared/components/common/Pagination.jsx,ui/logic,shared,,,No,Unused candidate
src/shared/components/common/SectionHeader.jsx,ui/logic,shared,src/features/clients/pages/ClientUnClientList.jsx; src/features/documents/pages/DocumentsHubPage.jsx; src/features/finance/pages/CaseFinanceSummaryPage.jsx; src/features/finance/pages/CreateTransactionPage.jsx; src/features/finance/pages/FinanceLedgerPage.jsx; src/features/lawyers/pages/LawyerList.jsx; src/features/legal-cases/pages/LegalCaseList.jsx; src/features/legal-services/pages/LegalServicList.jsx; src/features/procedures/components/Procedures/ProcedurePlaceTypes.jsx; src/features/procedures/components/Procedures/ProcedureTypes.jsx; src/features/procedures/pages/ProceduresList.jsx; src/features/settings/components/Settings/LegcaseTypes.jsx,src/shared/contexts/LanguageContext.jsx; src/shared/lib/utils.js; src/shared/ui/button.jsx,Yes,Refactor needed
src/shared/components/common/Spinners/AuthSpinner.jsx,ui/logic,shared,src/features/dashboard/components/dashboard/DashboardSearch.jsx,src/assets/images/index.js,Yes,Active
src/shared/components/common/Spinners/GlobalSpinner.jsx,ui/logic,shared,src/app/routes/AuthRoutes.jsx; src/features/clients/pages/ClientUnClientList.jsx; src/shared/contexts/SpinnerContext.jsx,,Yes,Active
src/shared/components/common/Spinners/HomeSpinner.jsx,ui/logic,shared,,,No,Unused candidate
src/shared/components/common/TableComponent.jsx,ui/logic,shared,src/features/admin/pages/AdminAccessManagementPage.jsx; src/features/clients/components/ClientsAndUnClients/clients/index.jsx; src/features/clients/components/ClientsAndUnClients/unclients/index.jsx; src/features/lawyers/pages/LawyerList.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseAds.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseClients.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseProcedures.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/LegalCaseSessions.jsx; src/features/legal-cases/components/LegalCases/LegalCaseTools/Modals/CourtList.jsx; src/features/legal-cases/pages/LegalCaseList.jsx; src/features/legal-services/pages/LegalServicList.jsx; src/features/ui-qa/pages/UiQaPage.jsx,src/shared/icons/lexicraft/index.tsx,Yes,Active
src/shared/components/common/Tooltip.jsx,ui/logic,shared,src/features/dashboard/components/dashboard/dashboard/DashboardCard09.jsx,src/shared/utils/Transition.jsx,No,Suspicious
src/shared/components/filters/DateInput.jsx,ui/logic,shared,src/shared/components/filters/DateRange.jsx; src/shared/components/filters/index.js,src/shared/components/filters/TextInput.jsx; src/shared/utils/dateFilters.js,No,Suspicious
